_id,loggingTime,flightNumber,originIata,destinationIata,departureDatetimeLocal,arrivalDatetimeLocal,Everything Merged,,depDOW
650c76f754b119fc1dc35766,01:43.1,EK303,PVG,DXB,21/9/2023 16:05,22/9/2023 00:55,EK303PVGDXB45190.670138888945191.0381944444,,
650c76f754b119fc1dc35767,01:43.3,SQ403,DEL,SIN,21/9/2023 16:25,21/9/2023 22:10,SQ403DELSIN45190.684027777845190.9236111111,,
650c76f754b119fc1dc35768,01:43.8,SQ237,SIN,MEL,21/9/2023 16:25,21/9/2023 23:50,SQ237SINMEL45190.684027777845190.9930555556,,
650c76f854b119fc1dc35769,01:44.3,BA293,LHR,IAD,21/9/2023 16:15,22/9/2023 00:25,BA293LHRIAD45190.677083333345191.0173611111,,
650c76f854b119fc1dc3576a,01:44.5,EK381,HKG,DXB,21/9/2023 16:35,22/9/2023 00:20,EK381HKGDXB45190.690972222245191.0138888889,,
650c76f954b119fc1dc3576b,01:45.4,BA287,LHR,SFO,21/9/2023 13:05,22/9/2023 00:10,BA287LHRSFO45190.545138888945191.0069444444,,
650c932161ef37facca0c4b2,01:53.2,EK804,JED,DXB,21/9/2023 17:05,21/9/2023 20:15,EK804JEDDXB45190.711805555645190.84375,,
650c932161ef37facca0c4b3,01:53.4,EK307,PEK,DXB,21/9/2023 16:40,22/9/2023 01:00,EK307PEKDXB45190.694444444445191.0416666667,,
650c932161ef37facca0c4b4,01:53.9,EK764,JNB,DXB,21/9/2023 17:15,22/9/2023 01:30,EK764JNBDXB45190.7187545191.0625,,
650c932261ef37facca0c4b5,01:54.4,EK353,SIN,DXB,21/9/2023 16:50,22/9/2023 00:15,EK353SINDXB45190.701388888945191.0104166667,,
650c932261ef37facca0c4b6,01:54.9,EK924,CAI,DXB,21/9/2023 17:05,21/9/2023 20:40,EK924CAIDXB45190.711805555645190.8611111111,,
650c932361ef37facca0c4b7,01:55.3,EK568,DXB,BLR,21/9/2023 17:15,21/9/2023 21:15,EK568DXBBLR45190.7187545190.8854166667,,
650c932361ef37facca0c4b8,01:55.8,KE82,JFK,ICN,21/9/2023 17:25,22/9/2023 08:45,KE82JFKICN45190.725694444445191.3645833333,,
650c932461ef37facca0c4b9,01:56.3,SQ231,SIN,SYD,21/9/2023 16:45,22/9/2023 00:25,SQ231SINSYD45190.697916666745191.0173611111,,
650c932461ef37facca0c4ba,01:56.8,QR908,DOH,SYD,21/9/2023 17:00,22/9/2023 07:10,QR908DOHSYD45190.708333333345191.2986111111,,
650c932561ef37facca0c4bb,01:57.2,BA56,JNB,LHR,21/9/2023 17:20,22/9/2023 04:30,BA56JNBLHR45190.722222222245191.1875,,
650c932661ef37facca0c4bc,01:58.2,EK704,MRU,DXB,21/9/2023 17:50,22/9/2023 00:25,EK704MRUDXB45190.743055555645191.0173611111,,
650c932661ef37facca0c4bd,01:58.7,EK500,DXB,BOM,21/9/2023 17:55,21/9/2023 21:00,EK500DXBBOM45190.746527777845190.875,,
650c932661ef37facca0c4be,01:58.9,SQ423,BOM,SIN,21/9/2023 18:10,21/9/2023 23:40,SQ423BOMSIN45190.756944444445190.9861111111,,
650c932761ef37facca0c4bf,01:59.4,EK374,DXB,BKK,21/9/2023 18:30,22/9/2023 01:00,EK374DXBBKK45190.770833333345191.0416666667,,
650c932761ef37facca0c4c0,01:59.9,OZ742,BKK,ICN,21/9/2023 18:10,21/9/2023 23:55,OZ742BKKICN45190.756944444445190.9965277778,,
650c932861ef37facca0c4c1,02:00.1,EK242,YYZ,DXB,21/9/2023 18:30,22/9/2023 07:15,EK242YYZDXB45190.770833333345191.3020833333,,
650ca10ec19ab1a2ade3a570,01:18.3,QR12,LHR,DOH,21/9/2023 18:45,22/9/2023 01:30,QR12LHRDOH45190.7812545191.0625,,
650ca116c19ab1a2ade3a581,01:26.1,EK385,BKK,DXB,21/9/2023 18:35,22/9/2023 00:45,EK385BKKDXB45190.774305555645191.03125,,
650ca116c19ab1a2ade3a582,01:26.5,EK32,LHR,DXB,21/9/2023 18:50,22/9/2023 01:50,EK32LHRDXB45190.784722222245191.0763888889,,
650ca117c19ab1a2ade3a583,01:27.2,OZ201,LAX,ICN,21/9/2023 19:10,22/9/2023 08:35,OZ201LAXICN45190.798611111145191.3576388889,,
650ca117c19ab1a2ade3a584,01:27.7,EK409,MEL,DXB,21/9/2023 19:15,22/9/2023 09:05,EK409MELDXB45190.802083333345191.3784722222,,
650ca117c19ab1a2ade3a585,01:27.9,BA54,JNB,LHR,21/9/2023 19:20,22/9/2023 06:30,BA54JNBLHR45190.805555555645191.2708333333,,
650ca118c19ab1a2ade3a586,01:28.4,KE18,LAX,ICN,21/9/2023 19:30,22/9/2023 08:50,KE18LAXICN45190.812545191.3680555556,,
